Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
South Asia (IDA & IBRD);TSA;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;40,7199016;40,9743930;41,2250921;41,4724244;41,6426363;41,7111022;41,7411605;41,7435921;41,7256408;41,6886598;41,6209761;41,5517573;41,4779023;41,3819350;41,2812376;41,1581394;41,0191843;40,8713491;40,7112924;40,5566228;40,4077268;40,2699218;40,1484219;40,0380501;39,9440201;39,8441300;39,7263205;39,5908952;39,4328220;39,2627365;39,0775132;38,8784036;38,6958273;38,5076572;38,2805578;38,0172603;37,7152312;37,3895298;37,0481692;36,6896969;36,3143301;35,9382962;35,5871764;35,2395498;34,8664888;34,4802114;34,0865569;33,6929877;33,3011306;32,8985393;32,4814910;32,0545798;31,6263652;31,1980685;30,7525726;30,2911328;29,8187116;29,3312676;28,8520857;28,3879910;27,9336688;27,5262014;27,1566762
Sub-Saharan Africa (IDA & IBRD countries);TSS;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;42,9722456;43,0654817;43,1724565;43,3121968;43,4871460;43,6541036;43,7987963;43,9383796;44,0709490;44,2006042;44,3325046;44,4661807;44,5979722;44,7080452;44,7923096;44,8724714;44,9561717;45,0257729;45,0776752;45,1341811;45,1917567;45,2618624;45,3361326;45,3946621;45,4427484;45,4796360;45,5073200;45,5334097;45,5449645;45,5408730;45,5316236;45,5114742;45,4823068;45,4490441;45,3465683;45,2137524;45,1349057;45,0490117;44,9110032;44,7547457;44,6122159;44,4774890;44,3493521;44,2271615;44,1140207;44,0205330;43,9443671;43,8758992;43,8157957;43,7576917;43,6920289;43,6209527;43,5523379;43,4740911;43,3667930;43,2266253;43,0795064;42,9191644;42,7288343;42,5204340;42,2950759;42,0640383;41,8229950
Trinidad and Tobago;TTO;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;43,5685088;43,5539911;43,5308011;43,4820073;43,3825506;43,2054068;42,9622247;42,6520983;42,2514944;41,7087658;40,9725344;40,2023737;39,5616719;38,9566744;38,2788750;37,5270987;36,7554529;36,0030693;35,3369464;34,8378756;34,5346287;34,4254304;34,4728382;34,6045860;34,7600374;34,9013636;34,9623202;34,8800025;34,6771297;34,3976189;34,0466799;33,6075407;33,0791395;32,4417647;31,6793883;30,8056830;29,8316855;28,7987185;27,7573063;26,7611360;25,7994186;24,8634174;24,0054058;23,2629356;22,6408482;22,1293128;21,7220397;21,3980036;21,1526401;20,9613821;20,8189628;20,7298489;20,6661323;20,6068870;20,5290898;20,4286263;20,3108289;20,1700993;19,8688916;19,6419302;19,5245586;19,2993800;19,0458213
Tunisia;TUN;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;43,6006818;43,8760722;44,2013815;44,5962728;44,9967336;45,3457001;45,6735830;45,9162162;45,9975003;45,9444165;45,7940801;45,5467538;45,2365653;44,9094104;44,5803365;44,2572673;43,9115868;43,5288044;43,1172051;42,6811250;42,2204718;41,7654673;41,3430237;40,9483181;40,5981242;40,2864692;39,9895277;39,6586047;39,2410273;38,7191397;38,1180633;37,4612266;36,7647690;36,0584841;35,3377173;34,6033269;33,8262084;32,9804490;32,0831561;31,1306921;30,1440553;29,1544322;28,1980365;27,3243937;26,5605506;25,9041563;25,3244891;24,8082621;24,3707516;24,0278958;23,8018598;23,6495264;23,6322936;23,7790075;23,9964474;24,2444169;24,4834024;24,6980703;24,8551386;24,9378855;24,9500708;24,9187430;24,8400853
Turkiye;TUR;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;42,1172710;42,2683124;42,4214533;42,4891285;42,4704963;42,3660378;42,5242235;42,9984922;43,2606725;43,1791121;42,9629549;42,6950497;42,4225636;42,2172390;42,0168168;41,7086271;41,3926329;41,1469169;40,8565481;40,4964052;40,1499667;39,8405762;39,5220447;38,9295046;38,3261146;37,9409089;37,5304465;37,0992252;36,6508853;36,1960469;35,7309132;35,2299288;34,7179330;34,2113075;33,7021367;33,2188127;32,7757109;32,3629113;31,9620170;31,5543182;31,1241655;30,6989670;30,2566672;29,7530848;29,2370400;28,7672391;28,3459205;27,9550435;27,5708973;27,1594864;26,7257740;26,2806999;25,8245004;25,3762741;24,9516306;24,6089378;24,3211124;24,1284345;24,0362821;23,9022886;23,7110604;23,4805146;23,2326455
Tuvalu;TUV;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;41,5340489;42,7612215;43,6300494;44,1355501;44,0090498;43,5342885;43,3068050;43,3180131;43,4543550;43,2736396;42,7453341;42,1897686;41,6871764;41,1948096;40,6393443;40,0062681;39,2466677;38,3877434;37,4151991;36,5399894;35,9291120;35,4394209;34,9931190;34,5968638;34,3195266;34,3778138;34,7104520;35,1298327;35,6117142;36,1559363;36,7002450;37,2320522;37,6927953;37,9163602;37,9328382;37,8403756;37,6027469;37,2293473;36,8486610;36,5074426;36,2160199;36,0234891;35,9558747;35,7190878;35,2448552;34,7288777;34,1807487;33,6289290;33,1580997;32,7600288;32,4659936;32,3022289;32,2262656;32,0708921;31,8010827;31,6263676;31,5149281;31,4754098;31,4910262;31,5397955;31,6062878;31,6329718;31,6934094
Tanzania;TZA;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;45,5022289;45,4708122;45,4387321;45,4710154;45,5957013;45,7533500;45,8965800;46,0270481;46,0836213;46,0804675;46,0863801;46,1023718;46,1024477;46,1138356;46,1680387;46,2411456;46,3179079;46,4024025;46,5289294;46,7115141;46,9126281;47,0836847;47,2136918;47,2756698;47,2838051;47,2246538;47,0971086;46,9290573;46,7665382;46,5937401;46,3706839;46,1445674;45,9156745;45,7434147;45,6399144;45,4759398;45,2046786;44,9833206;44,8483491;44,7347098;44,6643663;44,6121422;44,5783706;44,5714457;44,5947758;44,6581512;44,7419709;44,8215355;44,9037399;44,9864244;45,0517798;45,0657538;45,0239696;44,9677616;44,9085032;44,8456867;44,7458178;44,5938743;44,3940193;44,1461925;43,8773746;43,6073549;43,3574663
Uganda;UGA;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;46,5230069;46,8094799;46,9914528;47,0489129;46,9740465;46,8595537;46,7825121;46,7280968;46,6966710;46,7028344;46,7629071;46,8876864;47,1141386;47,3696379;47,5396931;47,6554304;47,7492080;47,8069875;47,8307490;47,9236885;48,0876016;48,1912913;48,2122942;48,1852942;48,1120208;48,0719088;48,0873639;48,1061574;48,1523074;48,2301701;48,3435030;48,4670551;48,5834447;48,7283947;48,9323303;49,3827448;49,8031478;50,0942180;50,3165802;50,3946487;50,4746709;50,5464008;50,5560550;50,5231536;50,5307828;50,5278346;50,4836206;50,3912437;50,2511286;50,0849693;49,8973803;49,6993174;49,4867360;49,2445604;48,9206519;48,5013124;47,9526546;47,3310072;46,7601946;46,2007312;45,6701073;45,1916339;44,7813859
Ukraine;UKR;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;26,6883505;27,0198713;27,1019972;27,0621681;26,7787002;26,4057119;26,0712288;25,7494579;25,4429305;25,0861335;24,7007006;24,3454649;23,9872332;23,6031824;23,1883677;22,7842498;22,4037576;22,0370834;21,6641036;21,4437043;21,3990700;21,3722273;21,3625705;21,4291496;21,5517983;21,6517470;21,7028164;21,6798010;21,6119916;21,5432305;21,4322576;21,2693419;21,1131044;20,9385774;20,6815188;20,3434492;19,9532350;19,5116477;18,9275909;18,2356545;17,5479069;16,8098974;16,0880753;15,5231816;15,0605972;14,6593784;14,3486816;14,1507231;14,0862101;14,1282703;14,2059338;14,3107949;14,4827516;14,7122793;14,9579048;15,1675136;15,3309856;15,4421141;15,4572675;15,4012778;15,3272298;15,2233839;15,4259679
Upper middle income;UMC;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;39,6392260;39,5639205;39,6546673;40,0547569;40,3841966;40,4974597;40,5201310;40,3856476;40,2257909;40,1087615;39,9309952;39,7551655;39,5044337;39,2485997;39,1254490;39,0249712;38,8881701;38,4739170;37,6302068;36,7548515;36,0191614;35,3565057;34,8255555;34,2364527;33,5519677;32,9137663;32,3505188;31,9099072;31,5195623;31,1811493;30,9757410;30,7529459;30,4762675;30,1897043;29,8498091;29,4482772;28,9882380;28,4422378;27,8894730;27,3580858;26,7951844;26,1762960;25,4821919;24,8001240;24,1568983;23,5092730;22,9698569;22,5939129;22,3099961;22,0845939;21,8860489;21,7201527;21,6132725;21,5369030;21,4691823;21,3850576;21,2999747;21,2463626;21,1525884;20,9943262;20,7785920;20,5031045;20,1881164
Uruguay;URY;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;27,5341866;27,5937830;27,6547138;27,7327148;27,8250143;27,8942870;27,9300244;27,9312860;27,8985353;27,8370032;27,7445920;27,6411459;27,5493857;27,4680801;27,4174430;27,4058726;27,4141726;27,4012168;27,3419723;27,2500118;27,1251460;26,9878452;26,8621509;26,7393638;26,6161280;26,5143959;26,4122609;26,2607203;26,0927957;25,9116008;25,6651361;25,3893475;25,1497591;24,9522700;24,8081550;24,7357323;24,6892156;24,6343298;24,5657178;24,4747501;24,3594870;24,2263944;24,1079608;23,9613135;23,7530558;23,5537645;23,3545196;23,1213220;22,8737648;22,6046123;22,3149830;22,0293533;21,7604470;21,5227788;21,3154821;21,1415981;20,9813737;20,7676172;20,4907760;20,1696939;19,7968322;19,4366918;19,0982161
United States;USA;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;30,8150598;30,9119092;30,7465032;30,5746264;30,5411358;30,5807501;30,2536788;29,7187677;29,2800311;28,7856045;28,2838050;27,7492805;27,1327433;26,4551874;25,7839547;25,1122781;24,4399206;23,8291365;23,2887110;22,8255647;22,4725800;22,2273318;22,0509828;21,8835973;21,7107496;21,5316996;21,3752889;21,3186733;21,3590150;21,4428376;21,5566473;21,6838553;21,7920071;21,8585926;21,8608730;21,8024990;21,7203438;21,6484055;21,5896705;21,5255083;21,4254043;21,2853478;21,1399363;20,9923988;20,8155539;20,6109221;20,4194910;20,2652113;20,1357098;20,0067944;19,8668858;19,7438058;19,6422329;19,5369619;19,4233952;19,2971595;19,1742051;19,0559238;18,9110217;18,7359000;18,5113495;18,2430347;17,9594381
Uzbekistan;UZB;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;40,4966657;41,8315305;43,0154934;44,0055168;44,7617616;45,1417686;45,2013878;45,1457115;44,9766729;44,7476644;44,5325222;44,3269427;44,0884537;43,7948850;43,4295576;42,9860128;42,4909716;41,9713844;41,4840289;41,1006056;40,8155399;40,6013489;40,4488892;40,3641288;40,3412695;40,3440691;40,3585737;40,3577391;40,3029705;40,2295226;40,2011905;40,1702884;40,0826672;39,9572049;39,7781073;39,5354458;39,2291828;38,8288629;38,3004789;37,6392448;36,8743692;36,0215913;35,1251814;34,2347887;33,3687092;32,5065819;31,6458788;30,8700496;30,2261921;29,6965117;29,2363201;28,8361052;28,5408143;28,4003665;28,4136368;28,5227759;28,6743308;28,8416272;29,0881382;29,4164411;29,7700920;30,0709735;30,2113376
St, Vincent and the Grenadines;VCT;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;49,0878406;49,6039876;49,9526855;50,1940477;50,2740038;50,2011039;50,0960116;49,9724524;49,8216868;49,6139036;49,3347485;48,9874522;48,5608746;48,0384991;47,4058173;46,6574252;45,8613873;45,0885790;44,3839395;43,7629524;43,1635800;42,3895813;41,5036683;40,7301885;40,0822083;39,5462804;39,0903868;38,6841787;38,2960594;37,9074871;37,5019447;36,9564639;36,3190737;35,7279904;35,1726952;34,6169005;34,0220753;33,4027556;32,7763885;32,1655869;31,6072488;31,1058509;30,6061287;30,0796584;29,5260085;28,9483901;28,3177700;27,6325525;26,9554142;26,3170353;25,7251332;25,1857133;24,7212790;24,3257329;23,9734548;23,6485979;23,3356140;23,0339607;22,7511268;22,4978198;22,2784508;22,0924549;21,9250102
Venezuela, RB;VEN;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;46,8654717;46,9681057;47,0359828;47,0785500;47,0678077;46,9943684;46,8628171;46,6598406;46,3943807;46,0773851;45,7112206;45,2973684;44,8409362;44,3559472;43,8721669;43,4141355;42,9798214;42,5601618;42,1548806;41,7641998;41,3862752;41,0132886;40,6410765;40,2719382;39,9124456;39,5685612;39,2506267;38,9545370;38,6585895;38,3526035;38,0307965;37,6847500;37,3133559;36,9198875;36,5076266;36,0814787;35,6502065;35,2201911;34,7933010;34,3720300;33,9525490;33,5251706;33,0800823;32,6315325;32,1949651;31,7744121;31,3782479;31,0052326;30,6569331;30,3305066;30,0156935;29,7064898;29,3980073;29,0878837;28,7768626;28,4676592;28,2227845;28,1765921;28,3974307;28,6041593;28,4842447;28,1707273;27,5742314
British Virgin Islands;VGB;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;47,1082803;46,5597058;45,5327765;44,6394747;43,8518146;43,2117244;42,9326126;43,2229819;44,2478899;46,0977349;47,4714263;46,8154489;45,0842838;43,5366341;42,1221231;40,7702782;39,3814433;38,0081301;36,6458469;35,2565281;34,1659915;33,4335774;32,7164907;31,9054773;31,0123108;30,0787759;29,2032806;28,4682132;27,8969369;27,5239389;27,3588832;27,2320457;27,0241563;26,7754376;26,5198493;26,2977736;26,1609779;26,0979480;26,0829686;26,1232513;26,1869824;25,8925762;25,0780975;24,1680504;23,4333385;22,9194595;22,5901943;22,4147513;22,4066628;22,3972489;22,1149659;21,5792862;20,9721685;20,3252316;19,7076387;19,1159694;18,4942332;17,8592814;17,2276249;16,5681150;15,8799741;15,2127113;14,4963184
Virgin Islands (U,S,);VIR;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;37,5439344;35,6391794;35,8960361;36,0547428;36,2190751;36,4961217;36,7072435;36,7120041;36,5263855;36,1464053;36,3201488;37,0889395;37,7074385;38,0464898;38,1307740;38,1849241;38,2549108;38,1316346;37,6459875;36,8031495;35,8728270;34,9976057;34,1946810;33,5287711;32,9066632;32,2202870;31,5426430;30,9825463;30,5921622;30,3771899;30,2711427;30,2612227;30,3387994;30,4335056;30,4317963;29,9646701;29,2064493;28,5059318;27,7687064;26,9955577;26,3585525;25,8115290;25,1853090;24,5157893;23,8348182;23,1585917;22,5105502;21,9362199;21,4416521;21,0393831;20,6765465;20,3134258;19,9946551;19,7481212;19,5839742;19,4842588;19,4227659;19,3846894;19,3455302;19,2801496;19,2642557;19,2429889;19,1796109
Viet Nam;VNM;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;40,8701864;41,5564252;42,1739214;42,8315068;43,1696153;43,2250807;43,3153916;43,2750125;43,1218270;42,9202724;42,6605813;42,4332410;42,1364278;41,8059028;41,4611646;41,0682908;40,8126901;40,5595039;40,1768200;39,9317172;39,7997182;39,7253491;39,7309376;39,7330987;39,6976479;39,6297960;39,5071112;39,3040236;39,0106805;38,6751078;38,3297227;37,9550751;37,5421389;37,0668016;36,5061409;35,8396764;35,0530379;34,1744825;33,2380766;32,2919673;31,3737066;30,4890816;29,6581107;28,8731481;28,1156399;27,3728039;26,6283098;25,9139425;25,2732200;24,7254017;24,2880828;23,9677462;23,7488127;23,6084252;23,5120772;23,4192225;23,3102000;23,1720863;23,0177244;22,8589111;22,6931345;22,5451503;22,3901369
Vanuatu;VUT;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;44,7599368;45,0200492;45,2709075;45,4659091;45,6254699;45,7854881;45,9194614;46,0200981;46,0816561;46,1093427;46,1022656;46,0641123;45,9967417;45,9017421;45,7827423;45,6369260;45,4720644;45,2918571;45,1201141;45,0038364;44,9061203;44,8042387;44,7253480;44,6715006;44,6447684;44,6345000;44,6348567;44,6365286;44,6280330;44,6079997;44,6145179;44,6499976;44,6831991;44,7040259;44,6855328;44,6209663;44,4988825;44,3154564;44,0831731;43,7977507;43,3759905;42,8698673;42,3712001;41,8542545;41,3324452;40,8114597;40,3021229;39,8279792;39,4082132;39,0383769;38,8832078;38,9581526;39,0910310;39,2542125;39,4380703;39,6156831;39,7402354;39,8118447;39,8447013;39,8308829;39,7572870;39,6156504;39,3931882
World;WLD;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;37,3655148;37,4423419;37,5394793;37,7509179;37,9240491;37,9957972;38,0060800;37,9359498;37,8596142;37,7899859;37,6838704;37,5681923;37,4175423;37,2508238;37,1300167;37,0100680;36,8742785;36,6221120;36,1892258;35,7521229;35,3871722;35,0670131;34,8110873;34,5351572;34,2259530;33,9339895;33,6662080;33,4451819;33,2416242;33,0560741;32,9165886;32,7636103;32,5961254;32,4243922;32,2056109;31,9383540;31,6387636;31,2964255;30,9393197;30,5853975;30,2205586;29,8364121;29,4344226;29,0425021;28,6611603;28,2781971;27,9392141;27,6699876;27,4473987;27,2574965;27,0858262;26,9357099;26,8100743;26,7006626;26,5917150;26,4697064;26,3389372;26,2117549;26,0662807;25,8942603;25,6992768;25,4951622;25,2782820
Samoa;WSM;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;50,7991759;51,2238967;51,6375605;51,9573963;52,1713198;52,3060506;52,3880249;52,3496805;52,1810884;51,9610984;51,6663048;51,3011498;50,8815155;50,4265077;49,9024566;49,3027959;48,6562200;48,0353824;47,4811484;46,9468894;46,4274777;45,8935556;45,1924978;44,3551261;43,5370866;42,7735390;42,1322329;41,7282774;41,4868141;41,2449519;40,9900348;40,7774702;40,6158440;40,4923495;40,4440606;40,4695201;40,5507801;40,6668403;40,8021731;40,9445643;41,0808226;41,2224438;41,2193678;41,0513792;40,8523795;40,5938206;40,2120621;39,8279591;39,5321372;39,2561705;39,0218907;38,8431941;38,6959682;38,5642621;38,4603756;38,3793330;38,3085860;38,2467328;38,1762605;38,0775865;37,9252266;37,7191860;37,5700371
Kosovo;XKX;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;43,9333939;44,3706706;44,6875775;44,8194324;44,7004483;44,4016364;44,0674861;43,7304218;43,4166354;43,1479565;42,8882239;42,6659036;42,6073436;42,6159794;42,5929546;42,5253982;42,4073012;42,2235628;41,9349158;41,5841527;41,3193829;41,1061058;40,9004446;40,7312763;40,5085885;40,2447925;39,9071011;39,4245758;38,8356690;38,2273335;37,6964105;37,2221222;36,6017019;35,8394206;35,0688371;34,3199208;33,6426346;33,0182952;33,9101039;35,8461309;35,8785907;34,6101032;33,2561542;31,9559373;30,7943639;29,7856579;29,0247236;28,5739539;28,3027332;28,1116583;27,9984938;27,6240206;27,0371602;26,6902479;26,4852974;25,9644868;25,1627756;24,4343379;23,8165234;23,2473491;22,6386449;22,0018598;21,3297054
Yemen, Rep,;YEM;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;40,7361660;40,7477649;40,7731326;40,8751737;41,0728023;41,3689064;41,7440223;42,1505466;42,5735291;43,0010064;43,4420767;43,8988605;44,3656140;44,8285134;45,2783482;45,7290014;46,1814197;46,6386362;47,0974115;47,5582903;48,0171919;48,4498807;48,8509153;49,2273715;49,5773356;49,8910724;50,1896569;50,4452832;50,6580381;50,8506015;50,9925069;51,0829707;51,1226242;51,1124982;51,0283691;50,9004716;50,7239490;50,4626321;50,1350640;49,7606137;49,3471727;48,8832581;48,3827075;47,8679663;47,3456725;46,7687613;46,1301000;45,4773832;44,8312453;44,2101765;43,6324252;43,1496164;42,7466864;42,3755824;42,0274988;41,7028290;41,4077662;41,1184133;40,8203972;40,5034366;40,1889085;39,8721073;39,4972430
South Africa;ZAF;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;42,4521658;42,3017100;42,2245223;42,1232094;42,0756716;42,0970075;42,1197042;42,1320714;42,1252794;42,1153482;42,1109864;42,0123973;41,7963419;41,5456069;41,3104015;41,1000915;40,9160553;40,6244412;40,2107668;39,8312772;39,5003382;39,2972971;39,1820673;39,0092448;38,7803922;38,4949882;38,2323332;38,1271825;38,1732326;38,3111486;38,4964392;38,7678072;39,0626558;39,2122252;39,1476778;38,8888063;38,4861014;37,8622902;37,0609936;36,1941913;35,2406061;34,2356954;33,2318301;32,2791043;31,4321025;30,7270002;30,1437092;29,6558154;29,3026957;29,0189319;28,7358474;28,5212186;28,4282531;28,4237501;28,3948885;28,2753517;28,3658536;28,5860960;28,6815298;28,7452695;28,7396723;28,6729625;28,5507959
Zambia;ZMB;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;46,0992467;46,3034225;46,5177812;46,7738431;47,0370658;47,2539345;47,4428485;47,6138778;47,7675875;47,9363646;48,2093089;48,5459050;48,8494236;49,1171836;49,3432919;49,5340785;49,6878883;49,7990175;49,8719107;49,9071795;49,8895233;49,8057942;49,6503507;49,4873806;49,3665645;49,2497812;49,1103498;48,9765912;48,8699091;48,7876664;48,7171890;48,6560661;48,6191468;48,6038399;48,6089982;48,6404201;48,6676955;48,6413213;48,5936411;48,5328994;48,4162309;48,2101683;48,0038412;47,8270199;47,6659853;47,5136922;47,3518986;47,1754924;46,9793878;46,7766992;46,5812660;46,4141829;46,2436870;46,0394949;45,7890220;45,5004453;45,1898720;44,8572985;44,4961825;44,0999040;43,6803729;43,2623629;42,8565530
Zimbabwe;ZWE;Population ages 0-14 (% of total population);SP.POP.0014.TO.ZS;47,3156548;47,6638727;48,0528869;48,5096690;48,7335951;48,6740548;48,6049504;48,5500490;48,5085946;48,4796141;48,4659619;48,4744817;48,5077062;48,5683637;48,6464498;48,7521778;48,8928003;49,1427457;49,6662149;50,1991787;49,7190893;49,0263472;48,8068173;48,7977829;48,8313185;48,6579939;48,4420649;48,5047058;48,7620626;48,5675244;48,0192395;47,3910645;47,0120616;46,7664460;46,2997051;45,6361612;44,7777056;43,8995049;43,0902074;42,4365195;42,0040506;41,7984334;41,7205884;41,7458314;41,9190336;42,1632503;42,3323688;42,4725523;42,6787426;42,9127605;43,1700551;43,3837577;43,4539477;43,3704404;43,1723631;42,8726705;42,5178831;42,1522976;41,7987948;41,4689727;41,1560846;40,8933047;40,6340030
Aruba;ABW;Population ages 65 and above (% of total population);SP.POP.65UP.TO.ZS;2,3732786;2,4618803;2,5616372;2,6646368;2,7673929;2,8818591;3,0165035;3,1879237;3,4050496;3,6482387;3,9081996;4,1927010;4,4592264;4,6988571;4,9335721;5,1626026;5,4107938;5,6657800;5,8861641;6,0574783;6,1999631;6,4035711;6,6219342;6,7482688;6,8111166;6,8317876;6,8393413;6,8820791;6,9343945;6,9060538;6,7545255;6,5189202;6,3597444;6,3287728;6,3498437;6,4055808;6,4721659;6,5570867;6,6623200;6,7718466;6,9191143;7,1495912;7,4258289;7,7005642;7,9928800;8,2850883;8,5412603;8,7795882;9,0274093;9,2977664;9,6096829;9,9809454;10,4033336;10,8558515;11,3336680;11,8480685;12,4005359;12,9838721;13,6096601;14,2701459;14,9369749;15,5434992;16,1421391
Africa Eastern and Southern;AFE;Population ages 65 and above (% of total population);SP.POP.65UP.TO.ZS;2,9725680;2,9539411;2,9353320;2,9183925;2,9046703;2,8945129;2,8874753;2,8843131;2,8845127;2,8860663;2,8882898;2,8921878;2,8965310;2,9013474;2,9057989;2,9090342;2,9139137;2,9195379;2,9267948;2,9359597;2,9389419;2,9386437;2,9395099;2,9353555;2,9297389;2,9274101;2,9240220;2,9236445;2,9191085;2,9091011;2,9028338;2,9005034;2,8998042;2,8957726;2,8870530;2,8768717;2,8711475;2,8668981;2,8608353;2,8566068;2,8566600;2,8585517;2,8601634;2,8606088;2,8614108;2,8639702;2,8668539;2,8695706;2,8721200;2,8780872;2,8916110;2,9121627;2,9364529;2,9614884;2,9882707;3,0154819;3,0453206;3,0786713;3,1129507;3,1463651;3,1666949;3,1653389;3,1551758
Afghanistan;AFG;Population ages 65 and above (% of total population);SP.POP.65UP.TO.ZS;2,8330294;2,8176741;2,7990545;2,7789679;2,7589291;2,7392470;2,7215271;2,7062057;2,6919978;2,6779102;2,6630220;2,6495760;2,6365733;2,6225142;2,6100267;2,5998516;2,5926484;2,5844897;2,5707283;2,5501778;2,5245480;2,4979707;2,4648334;2,4281891;2,3821160;2,3269725;2,2876187;2,2653345;2,2521685;2,2495429;2,2465739;2,2461633;2,2539209;2,2650667;2,2740692;2,2798039;2,2842944;2,2864699;2,2858783;2,2853501;2,2848073;2,2848463;2,2888339;2,2939126;2,2966474;2,2994126;2,3023810;2,3057120;2,3176141;2,3352924;2,3534311;2,3738821;2,3919847;2,4032846;2,4091620;2,4058158;2,3989896;2,3998176;2,4070930;2,4177538;2,4169530;2,4040584;2,3943397
Africa Western and Central;AFW;Population ages 65 and above (% of total population);SP.POP.65UP.TO.ZS;3,3016811;3,3075629;3,3211735;3,3323033;3,3392297;3,3411587;3,3384973;3,3305366;3,3210096;3,3124344;3,3016687;3,2871877;3,2731431;3,2625833;3,2546800;3,2489143;3,2477307;3,2495165;3,2505361;3,2504743;3,2406060;3,2248291;3,2156898;3,2097527;3,2061278;3,2056026;3,2045812;3,2037476;3,2044584;3,2041651;3,2023285;3,1981447;3,1902578;3,1809648;3,1693338;3,1556541;3,1420903;3,1286411;3,1143043;3,0989602;3,0837200;3,0693859;3,0567628;3,0452656;3,0329657;3,0205237;3,0095186;2,9997631;2,9913740;2,9846162;2,9782879;2,9700610;2,9593013;2,9424290;2,9173413;2,8995662;2,8935354;2,8910335;2,8926926;2,8985286;2,8969565;2,8831463;2,8762886
Angola;AGO;Population ages 65 and above (% of total population);SP.POP.65UP.TO.ZS;3,0800444;3,0942969;3,0976292;3,0973814;3,0930873;3,0845548;3,0710149;3,0511696;3,0247673;2,9918601;2,9526342;2,9098361;2,8631687;2,8120180;2,7590761;2,7034304;2,6455388;2,5864780;2,5278675;2,4721573;2,4188340;2,3688702;2,3234377;2,2790847;2,2366362;2,2000736;2,1697257;2,1418438;2,1178163;2,1027146;2,0957317;2,1010672;2,1148019;2,1343783;2,1642165;2,2022818;2,2456939;2,2920460;2,3376565;2,3826564;2,4265493;2,4681071;2,5065684;2,5412425;2,5699019;2,5895536;2,6013374;2,6064000;2,6064745;2,6035365;2,5987189;2,5922240;2,5848279;2,5735704;2,5567749;2,5468167;2,5458343;2,5490565;2,5595349;2,5759971;2,5899752;2,5944698;2,6000557
Albania;ALB;Population ages 65 and above (% of total population);SP.POP.65UP.TO.ZS;5,4890781;5,4265540;5,3807996;5,3378923;5,2883447;5,2222646;5,1370836;5,0403704;4,9443023;4,8604102;4,7970927;4,7569223;4,7379175;4,7370168;4,7483002;4,7661013;4,7849504;4,8030755;4,8188984;4,8316529;4,8537361;4,8883024;4,9322483;4,9913680;5,0689787;5,1627269;5,2673919;5,3799546;5,4970421;5,6153354;5,7379891;5,8721143;6,0242804;6,1946814;6,3816817;6,5836491;6,7992508;7,0282345;7,2717122;7,5340216;7,8219641;8,1453743;8,5081050;8,8998157;9,3084440;9,7198838;10,1206072;10,5166068;10,9019446;11,2652730;11,6145245;11,9630263;12,3209620;12,6938075;13,0981498;13,5334307;13,9713363;14,4011419;14,8503326;15,3505527;15,8221127;16,2342410;16,6551913
